Rol;dvRol;Rut;Dv;Nombre;Calle;Numero;Aclara;Pat_cTIPOPATTE;InicioActividad;CasaMatriz;Giro;Provisoria;IngProvisoria;Vencimiento;EstadoLic;CODIGO SII;ACTIVIDAD SII;Monto_Patente;EstadoPago
870061;3;76412111;2;COMERCIALIZADORA G Y B LIMITADA;FRANKLIN;894;LOCAL;COMERCIAL;17-10-2014;CASA MATRIZ ;EXPENDIO DE ABARROTES, ALIMENTOS CONGELADOS ENVASADOS DE FABRICAS AUTORIZADAS;DEFINITIVA;01-10-2015;30-09-2016;VIGENTE;512290;VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.P.;22293;PAGADO
871093;7;76412199;6;IMPORTADORA Y COMERCIALIZADORA LOS ALERCES LIMITADA;SAN ISIDRO;1849;OFICINA;COMERCIAL;17-10-2014;CASA MATRIZ ;VENTA TELEFONICA E INTERNET POR MAYOR Y DETALLE, ARTÍCULOS PARA EL HOGAR, ELECTRONICOS COMPUTACIONALES Y ACCESORIOS;PROVISORIA;03-11-2015;02-11-2016;VIGENTE;523999;VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C.P.;22293;PAGADO
869251;3;76412223;2;SOCIEDAD CORTES & VALENCIA LIMITADA;SANTA ROSA;48;DEPTO;COMERCIAL;20-10-2014;CASA MATRIZ ;SERVICIOS ODONTOLOGICOS;PROVISORIA;01-09-2015;31-08-2016;VIGENTE;851221;SERVICIOS DE ODONTÓLOGOS EN FORMA INDEPENDIENTE;69046;GIRADO
864141;2;76412261;5;MUEBLES JOHANNA INFANTAS SANDACLIE E.I.R.L.;ARTURO PRAT;2293;LOCAL;COMERCIAL;20-10-2014;CASA MATRIZ ;VENTA DE MUEBLES;DEFINITIVA;22-01-2015;22-01-2016;VIGENTE;361010;FABRICACIÓN DE MUEBLES PRINCIPALMENTE DE MADERA;54184;GIRADO
864143;9;76412261;5;MUEBLES JOHANNA INFANTAS SANDACLIE E.I.R.L.;PLACER;939;LOCAL;COMERCIAL;14-01-2015;SUCURSAL EN LA COMUNA ;VENTA DE MUEBLES Y ARTICULOS PARA EL HOGAR, TEXTILES Y COLCHONES;DEFINITIVA;22-01-2015;22-01-2016;VIGENTE;361010;FABRICACIÓN DE MUEBLES PRINCIPALMENTE DE MADERA;7431;GIRADO
864144;7;76412261;5;MUEBLES JOHANNA INFANTAS SANDACLIE E.I.R.L.;PLACER;939;LOCAL;COMERCIAL;14-01-2015;SUCURSAL EN LA COMUNA ;VENTA DE MUEBLES;DEFINITIVA;22-01-2015;22-01-2016;VIGENTE;361010;FABRICACIÓN DE MUEBLES PRINCIPALMENTE DE MADERA;7431;GIRADO
863948;5;76412294;1;ZU - THAI & WOK E.I.R.L;AVENIDA SANTA ISABEL;329;OFICINA;COMERCIAL;28-10-2014;CASA MATRIZ ;ELABORADORA DE PLATOS PREPARADOS PARA LLEVAR;DEFINITIVA;13-01-2015;13-01-2016;VIGENTE;552090;SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS;69046;GIRADO
873503;4;76412303;4;SOCIEDAD JOYAS JOSEFINA LIMITADA;MONJITAS;879;LOCAL;COMERCIAL;20-10-2014;CASA MATRIZ ;VENTA ARTICULOS DE ORO Y COMERCIO AL POR MENOR DE JOYAS.;PROVISORIA;21-01-2016;20-01-2017;VIGENTE;523950;COMERCIO AL POR MENOR DE ARTÍCULOS DE JOYERÍA, FANTASÍAS Y RELOJERÍAS;22293;PAGADO
871179;8;76412307;7;COMPANIA DE GESTION LEGAL SPA;SANTA LUCIA;212;OFICINA;COMERCIAL;22-10-2015;CASA MATRIZ ;OFICINA DE ASESORIAS JURIDICAS, ADMINISTRATIVAS, TRIBUTARIAS Y LABORALES;PROVISORIA;05-11-2015;04-11-2016;VIGENTE;741110;SERVICIOS JURÍDICOS;69046;GIRADO
862387;2;76412311;5;COMERCIAL E IMPORTADORA SHUN DA LIMITADA;SAN ALFONSO;88;LOCAL;COMERCIAL;20-10-2014;CASA MATRIZ ;VENTA DE MENAJE, BAZAR, PAQUETERIA, ARTICULOS DE REGALO Y JUGUETES;DEFINITIVA;24-10-2014;24-10-2015;VIGENTE;523320;VENTA AL POR MENOR DE CRISTALES, LOZAS, PORCELANA, MENAJE (CRISTALERÍAS);69046;PAGADO
869733;7;76412363;8;INVERSIONES LAMA LTDA;MONJITAS;527;OFICINA;COMERCIAL;21-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA INMOBILIARIA;DEFINITIVA;22-09-2015;21-09-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;25614;PAGADO
869922;4;76412366;2;SERVICIOS OFTALMOLOGICOS INTEGRALES SPA;MONEDA;720;LOCAL;COMERCIAL;21-10-2014;CASA MATRIZ ;VENTA DE ARTICULOS OPTICOS, LENTES;PROVISORIA;28-09-2015;27-09-2016;VIGENTE;523912;COMERCIO AL POR MENOR DE ARTÍCULOS ÓPTICOS;22293;PAGADO
865400;K;76412401;4;PV COYA SPA;HUERFANOS;863;OFICINA;COMERCIAL;21-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSION;DEFINITIVA;18-03-2015;17-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
870338;8;76412403;0;COMERCIAL PROMO MUNDO LIMITADA;HUERFANOS;1160;OFICINA;COMERCIAL;21-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA VENTA DE ARTICULOS PUBLICITARIOS;DEFINITIVA;08-10-2015;07-10-2016;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;22293;GIRADO
865403;4;76412406;5;HOLDING SOLVENTUS PMG SPA;HUERFANOS;863;OFICINA;COMERCIAL;21-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;18-03-2015;17-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
865401;8;76412411;1;PV INTIMICHA SPA;HUERFANOS;863;OFICINA;COMERCIAL;15-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSION;DEFINITIVA;18-03-2015;17-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
865402;6;76412412;K;PV INTIWASI SPA;HUERFANOS;863;OFICINA;COMERCIAL;21-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;18-03-2015;17-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
862393;7;76412506;1;ASESORIAS INMOBILIARIAS FAMOLARO E.I.R.L.;AGUSTINAS;853;OFICINA;COMERCIAL;22-10-2014;CASA MATRIZ ;PRESTACION DE SERVICIOS DE CORRETAJE DE PROPIEDADES A PERSONAS NATURALES O JURIDICAS;DEFINITIVA;24-10-2014;24-10-2015;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;69046;GIRADO
864212;5;76412648;3;COMERCIAL MHARMISS MODA CHILE LIMITADA;SAN ALFONSO;299;LOCAL;COMERCIAL;24-10-2014;CASA MATRIZ ;VENTAS AL POR MAYOR DE VESTUARIO;DEFINITIVA;26-01-2015;26-01-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;75573;PAGADO
865743;2;76412659;9;CAPACITACION MAPOCHO LIMITADA;COMPAÑIA;1525;OFICINA;COMERCIAL;24-10-2014;SUCURSAL EN LA COMUNA ;OFICINA ADMINISTRATIVA DE CAPACITACION;DEFINITIVA;06-04-2015;05-04-2016;VIGENTE;809049;SERVICIOS PERSONALES DE EDUCACIÓN;69046;PAGADO
862462;3;76412665;3;BONJOUR PARIS SPA;HUERFANOS;1052;OFICINA;COMERCIAL;24-10-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE REPRESENTACION DE VENTAS;DEFINITIVA;29-10-2014;29-10-2015;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;22293;GIRADO
870325;6;76412722;6;SOCIEDAD DE AHORROS Y RENTAS LOS RUMBOS LIMITADA;ALAMEDA L. BERNARDO OHIGGINS;1449;OFICINA;COMERCIAL;24-10-2014;CASA MATRIZ ;OFICINA DE SOCIEDAD DE INVERSIONES Y RENTAS;DEFINITIVA;08-10-2015;07-10-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;GIRADO
862447;K;76412798;6;24 H SEGURIDAD SPA;HUERFANOS;1160;OFICINA;COMERCIAL;27-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE EMPRESA DE SUGURIDAD PRIVADA Y ASESORIAS JURIDICAS;DEFINITIVA;28-10-2014;28-10-2015;VIGENTE;749229;SERVICIOS PERSONALES RELACIONADOS CON SEGURIDAD;22293;GIRADO
869142;8;76412806;0;COMERCIAL Y SERVICIOS FABARON LIMITADA;MONJITAS;527;OFICINA;COMERCIAL;27-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SERVICIOS COMPUTACIONALES;DEFINITIVA;27-08-2015;26-08-2016;VIGENTE;749110;SERVICIOS SUMINISTRO DE PERSONAL;124746;PAGADO
868411;1;76412874;5;CENTRAL BOMBAS SPA;SEPULVEDA LEYTON;3068;DEPTO;COMERCIAL;28-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;30-07-2015;29-07-2016;VIGENTE;291280;REPARACIÓN DE BOMBAS, COMPRESORES, SISTEMAS HIDRÁULICOS, VÁLVULAS Y ARTÍCULOS DE GRIFERÍA;69046;PAGADO
862568;9;76412893;1;TOPCORP EIRL;SAN PABLO;2002;DEPTO;COMERCIAL;28-10-2014;CASA MATRIZ ;TOPOGRAFIA EN GENERAL, LEVANTAMIENTOS, REPLANTEO;DEFINITIVA;05-11-2014;05-11-2015;VIGENTE;452020;OBRAS DE INGENIERÍA;22293;PAGADO
862517;4;76412905;9;SERV. GENRLES. Y DE SEGURIDAD.. MMD SECURITY LTDA.;TEATINOS;251;OFICINA;COMERCIAL;29-10-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO SERVICIOS GENERALES DE VIGILANCIA, TECNICA Y TECNOLOGICA Y SEGURIDAD PRIVADA;DEFINITIVA;04-11-2014;04-11-2015;VIGENTE;749221;SERVICIOS INTEGRALES DE SEGURIDAD;22293;GIRADO
866326;2;76412937;7;COMERCIAL ROSAS 1033 SPA;ROSAS;1055;DEPTO;COMERCIAL;28-10-2014;CASA MATRIZ ;VENTA ARTÍCULOS TEXTILES Y PAQUETERIA;PROVISORIA;05-05-2015;04-05-2016;VIGENTE;523290;COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR Y OTROS PRODUCTOS TEXTILES N.C.P.;57900;GIRADO
866582;6;76412937;7;COMERCIAL ROSAS 1033 SPA;ROSAS;1033;DEPTO;COMERCIAL;27-04-2015;SUCURSAL EN LA COMUNA ;IMPORTACION, VENTA POR MAYOR Y MENOR DE PRODUCTOS TEXTILES;PROVISORIA;15-05-2015;14-05-2016;VIGENTE;523290;COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR Y OTROS PRODUCTOS TEXTILES N.C.P.;57900;GIRADO
847685;3;76412961;K;FARMACEUTICA SEGOVIA SPA;AVENIDA VICUÑA MACKENNA;27;LOCAL;COMERCIAL;28-10-2014;CASA MATRIZ ;FARMACIA;DEFINITIVA;29-08-2012;29-08-2013;VIGENTE;523111;FARMACIAS - PERTENECIENTES A CADENA DE ESTABLECIMIENTOS;22293;PAGADO
870151;2;76412991;1;SOCIEDAD DE INVERSIONES GINEBRA LTDA.;SANTA LUCIA;360;OFICINA;COMERCIAL;29-10-2014;CASA MATRIZ ;OFICINA DE SOCIEDAD DE INVERSIONES Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;PROVISORIA;05-10-2015;04-10-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
865359;3;76412998;9;SOCIEDAD DE INVERSIONES FUTRONO SPA;SANTA LUCIA;360;OFICINA;COMERCIAL;29-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;16-03-2015;15-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
865355;0;76413002;2;SOCIEDAD DE INVERSION ISLA TEJA SPA;SANTA LUCIA;360;OFICINA;COMERCIAL;27-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSION;DEFINITIVA;16-03-2015;15-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
865354;2;76413005;7;SOCIEDAD DE INVERSIONES LAS JUNTAS SPA;SANTA LUCIA;360;OFICINA;COMERCIAL;27-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;16-03-2015;15-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
865357;7;76413012;K;SOCIEDAD DE INVERSIONES SANTA LUCIA SPA;SANTA LUCIA;360;OFICINA;COMERCIAL;29-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSION;DEFINITIVA;16-03-2015;15-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
865358;5;76413016;2;SOCIEDAD DE INVERSIONES TARAPACA SPA;SANTA LUCIA;360;OFICINA;COMERCIAL;27-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SOCIEDAD DE INVERSIONES;DEFINITIVA;16-03-2015;15-03-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
866226;6;76413062;6;MOYA Y GONZALEZ SOC.  DE RESPONSABILIDAD LIMITADA;PHILLIPS;451;OFICINA;COMERCIAL;29-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SERVICIOS DE CAPACITACION;PROVISORIA;29-04-2015;28-04-2016;VIGENTE;911290;ACTIVIDADES DE OTRAS ORGANIZACIONES PROFESIONALES;69046;PAGADO
867887;1;76413076;6;IMPORTADORA CELL CENTER XINYAN FAN EIRL;MONJITAS;843;LOCAL;COMERCIAL;29-10-2014;CASA MATRIZ ;COMERCIO AL POR MAYOR Y MENOR DE COMPUTADORES, SOFTWARE Y SUMINISTROS;PROVISORIA;09-07-2015;08-07-2016;VIGENTE;523930;COMERCIO AL POR MENOR DE COMPUTADORAS, SOFTWARES Y SUMINISTROS;69046;PAGADO
871884;9;76413136;3;DOCTOR ORLANDO MOHR Y COMPAÑIA LIMITADA;PASAJE ALBERTO EDWARDS;1785;DEPTO;COMERCIAL;30-10-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE CENTRO DE ATENCION MEDICA;PROVISORIA;30-11-2015;29-11-2016;VIGENTE;851211;SERVICIOS DE MÉDICOS EN FORMA INDEPENDIENTE;22293;GIRADO
873104;7;76413146;0;COMERCIALIZADORA BENFRAN SPA;HUERFANOS;1055;NIVEL;COMERCIAL;16-10-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA COMERCIALIZACION DE PRODUCTOS AGRICOLAS;PROVISORIA;08-01-2016;07-01-2017;VIGENTE;512210;MAYORISTA DE FRUTAS Y VERDURAS;22293;PAGADO
869811;2;76413196;7;ARTESANIA HERMANOS ESPINOZA LIMITADA;SANTO DOMINGO;784;LOCAL;COMERCIAL;30-10-2014;CASA MATRIZ ;VENTA DE ARTICULOS DE ARTESANIAS;DEFINITIVA;24-09-2015;23-09-2016;VIGENTE;523991;COMERCIO AL POR MENOR DE ARTÍCULOS TÍPICOS (ARTESANÍAS);69046;PAGADO
865706;8;76413205;K;SOCIEDAD ODONTOLOGICA UNO DENTAL TEATINOS LTDA;TEATINOS;333;LOCAL;COMERCIAL;30-10-2014;CASA MATRIZ ;ATENCION AMBULATORIA DE PACIENTES, SALA DE PROCEDIMIENTOS DENTALES;DEFINITIVA;01-04-2015;31-03-2016;VIGENTE;851212;ESTABLECIMIENTOS MÉDICOS DE ATENCIÓN AMBULATORIA (CENTROS MÉDICOS);69046;PAGADO
869623;3;76413215;7;PROMUSICA INSTRUMENTOS SPA.;ALAMEDA L. BERNARDO OHIGGINS;142;LOCAL;COMERCIAL;30-10-2014;SUCURSAL EN LA COMUNA ;COMPRA VENTA Y REPARACION DE INSTRUMENTOS MUSICALES;DEFINITIVA;15-09-2015;14-09-2016;VIGENTE;523340;VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES (CASA DE MÚSICA);69046;PAGADO
873315;5;76413215;7;PROMUSICA INSTRUMENTOS SPA.;ALAMEDA L. BERNARDO OHIGGINS;108;LOCAL;COMERCIAL;30-10-2015;CASA MATRIZ ;COMPRA VENTA Y REPARACION DE INSTRUMENTOS MUSICALES;PROVISORIA;14-01-2016;13-01-2017;VIGENTE;523340;VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES (CASA DE MÚSICA);0;PAGADO
865253;8;76413235;1;VIDAL Y VIDAL LIMITADA;MONJITAS;383;OFICINA;COMERCIAL;07-11-2014;CASA MATRIZ ;VENTAS POR MENOR DE PRENDAS DE VESTIR, TABLAS DE SKATE, SEMILLAS Y ARTICULOS DEPORTIVOS;DEFINITIVA;11-03-2015;10-03-2016;VIGENTE;523220;VENTA AL POR MENOR DE PRENDAS DE VESTIR EN GENERAL, INCLUYE ACCESORIOS;69046;GIRADO
871886;5;76413249;1;INVERSIONES COYAM LIMITADA;ROMERO;2969;OFICINA;COMERCIAL;03-11-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA SOCIEDAD DE INVERSIONES.;PROVISORIA;30-11-2015;30-05-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;25625;PAGADO
866000;K;76413306;4;COMERCIAL EMISA LIMITADA;CHACABUCO;45;OFICINA;COMERCIAL;03-11-2014;SUCURSAL EN LA COMUNA ;VENTA DE ARTICULOS DE FERRETERIA, ARTICULOS DE CONSTRUCCION, CRISTALES Y MENAJE;DEFINITIVA;17-04-2015;16-04-2016;VIGENTE;523320;VENTA AL POR MENOR DE CRISTALES, LOZAS, PORCELANA, MENAJE (CRISTALERÍAS);72378;PAGADO
862782;7;76413341;2;IMPORTADORA Y COMERCIALIZADORA CARPIA SPA;MIRAFLORES;222;PISO;COMERCIAL;04-11-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE IMPORTACION Y COMERCIALIZACION DE ARTICULOS DE VESTIR;DEFINITIVA;14-11-2014;14-11-2015;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;22293;GIRADO
872107;6;76413397;8;COMUNICACION INTEGRAL COMIN LTDA.;VALENTIN LETELIER;1373;OFICINA;COMERCIAL;04-11-2014;CASA MATRIZ ;OFICINA CALL CENTER;DEFINITIVA;11-12-2015;10-12-2016;VIGENTE;749911;SERVICIOS DE COBRANZA DE CUENTAS;66425;PAGADO
862687;1;76413402;8;ALEGRIA DEL RIO FUENTES LIMITADA;MIRAFLORES;455;DEPTO;COMERCIAL;04-11-2014;CASA MATRIZ ;ARRIENDO DEPARTAMENTOS AMOBLADOS;DEFINITIVA;10-11-2014;10-11-2015;VIGENTE;701001;ARRIENDO DE INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS;69046;GIRADO
870446;5;76413408;7;COMERCIALIZADORA Y DISTRIBUIDORA QUILACO EIRL;HUERFANOS;1044;OFICINA;COMERCIAL;29-04-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE TRANSPORTE DE PASAJERO, ALQUILER DE AUTOS, COMIDA RAPIDA;DEFINITIVA;13-10-2015;12-10-2016;VIGENTE;711101;ALQUILER DE AUTOS Y CAMIONETAS SIN CHOFER;22293;GIRADO
862967;6;76413434;6;RUNNINGAWAY LIMITADA;EJERCITO;341;DEPTO;COMERCIAL;05-11-2014;CASA MATRIZ ;VENTA DE ARTICULOS DEPORTIVOS, ROPA, ACCESORIOS Y EQUIPOS PARA ENTRETENIMIENTO DEPORTIVO;DEFINITIVA;21-11-2014;21-11-2015;VIGENTE;523943;COMERCIO AL POR MENOR DE ARTÍCULOS DEPORTIVOS;69046;GIRADO
865655;K;76413454;0;ESTUDIO JURIDICO MORALES Y ASOCIADOS LIMITADA;ALAMOS;1990;DEPTO;COMERCIAL;05-11-2014;CASA MATRIZ ;PRESTACION DE SERVICIOS JURIDICOS;PROVISORIA;31-03-2015;30-03-2016;VIGENTE;741110;SERVICIOS JURÍDICOS;69046;GIRADO
855325;4;76413527;K;SOCIEDAD VASQUEZ Y VASQUEZ LTDA.;SAN PABLO;2969;DEPTO;COMERCIAL;20-12-2013;CASA MATRIZ ;RESTAURANT;DEFINITIVA;09-10-2013;09-10-2014;VIGENTE;552010;RESTAURANTES;127164;PAGADO
873895;5;76413629;2;LA MESA COMFORT FOOD SPA;GENERAL JOSE MIGUEL CARRERA;476;OFICINA;COMERCIAL;06-11-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ASESORIA, CONSULTORIA Y GASTRONOMÍA;PROVISORIA;02-02-2016;01-02-2017;VIGENTE;552050;SERVICIOS DE BANQUETES, BODAS Y OTRAS CELEBRACIONES;69046;PAGADO
871733;8;76413742;6;PRODUCTOS INDUSMIN SPA;ALAMEDA L. BERNARDO OHIGGINS;2825;OFICINA;COMERCIAL;10-11-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE COMPRA VENTA DE IMPORTACIONES DE PRODUCTOS PARA LA INDUSTRIA Y MINERIA;PROVISORIA;25-11-2015;25-05-2016;VIGENTE;523999;VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C.P.;22293;GIRADO
862755;K;76413815;5;LA PICÁ DEL SOMELIER SPA;HUERFANOS;1160;OFICINA;COMERCIAL;11-11-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE VENTAS DE PRODUCTOS DE GOURMETT POR INTERNET;DEFINITIVA;13-11-2014;13-11-2015;VIGENTE;525130;VENTA AL POR MENOR EN EMPRESAS DE VENTA A DISTANCIA VÍA INTERNET;22293;GIRADO
870817;7;76413827;9;ASESORIAS CONTABLES AYC LIMITADA;ARTURO PRAT;60;OFICINA;COMERCIAL;11-11-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ASESORIAS CONTABLES, TRIBUTARIAS, FINANCIERAS Y TECNICAS;DEFINITIVA;23-10-2015;22-10-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;PAGADO
862747;9;76413978;K;OPEN THINKING SPA;SAN ANTONIO;378;OFICINA;COMERCIAL;13-11-2014;CASA MATRIZ ;OFICINA DE ASESORIAS COMPUTACIONALES;DEFINITIVA;13-11-2014;13-11-2015;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;22293;GIRADO
865107;8;76414018;4;CONSULTING SERVICES S.A.;AVENIDA DIEZ DE JULIO HUAMACHUCO;1133;OFICINA;COMERCIAL;13-11-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE COMPRA Y VENTA DE SOFTWARE Y HARDWARE;DEFINITIVA;05-03-2015;04-03-2016;VIGENTE;523930;COMERCIO AL POR MENOR DE COMPUTADORAS, SOFTWARES Y SUMINISTROS;22293;PAGADO
863804;7;76414057;5;VITALSALUD LIMITADA;TEATINOS;690;LOCAL;COMERCIAL;13-11-2014;CASA MATRIZ ;VENTA DE INSUMOS MEDICOS;DEFINITIVA;05-01-2015;05-01-2016;VIGENTE;523130;VENTA AL POR MENOR DE ARTÍCULOS ORTOPÉDICOS;69046;GIRADO
868055;8;76414166;0;INMOBILIARIA E INVERSIONES MERKAVA SPA;SAN ANTONIO;427;OFICINA;COMERCIAL;17-11-2014;CASA MATRIZ ;OFICINA ADM INVERSIONES EN SOCIEDADES, ASESORIAS Y CONSULTORIAS;DEFINITIVA;20-07-2015;19-07-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
865843;9;76414167;9;SOC. DE ARQUITECTURA Y CONSTRUCCION DE RETAIL LTDA;MIRAFLORES;590;OFICINA;COMERCIAL;17-11-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE REVISION, REDACCION Y ESTUDIO DE PROYECTOS DE ARQUITECTURA Y CONTRUCCION;PROVISORIA;10-04-2015;09-04-2016;VIGENTE;452010;CONSTRUCCIÓN DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS;47277;GIRADO
863175;1;76414221;7;SOC. COMERCIALIZADORA INSIGNIAS CHILE S.A.;HUERFANOS;1160;OFICINA;COMERCIAL;17-11-2014;CASA MATRIZ ;OF. ADM. COMERCIALIZADORA Y SERVICIOS PUBLICITARIOS EN GENERAL;DEFINITIVA;02-12-2014;02-12-2015;VIGENTE;521900;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIALIZADOS;22293;GIRADO
864506;K;76414459;7;ARZA CHILE S.A.;HUERFANOS;835;OFICINA;COMERCIAL;19-11-2014;SUCURSAL EN OTRA COMUNA ;DOMICILIO POSTAL TRIBUTARIO DE OFICINA VIRTUAL  CAPACITACION Y ENTRENAMIENTOS DE PERSONAS RELACIONADAS CON RETAIL;DEFINITIVA;06-02-2015;06-02-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
863197;2;76414563;1;M Y C SPA;ALAMEDA L. BERNARDO OHIGGINS;921;LOCAL;COMERCIAL;20-11-2014;CASA MATRIZ ;VENTA DE ACCESORIOS DE TELEFONIA, COMPUTADORES Y ELECTRODOMESTICOS;DEFINITIVA;02-12-2014;02-12-2015;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;69046;GIRADO
862968;4;76414625;5;IMPORTADORA Y EXPORTADORA SHENG YONG LIMITADA;SAN ALFONSO;242;LOCAL;COMERCIAL;21-11-2014;CASA MATRIZ ;COMPRA Y VENTA DE PRENDAS DE VESTIR Y ACCESORIOS;DEFINITIVA;21-11-2014;21-11-2015;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;70876;GIRADO
