id;EDAD;NIVEL EDUCACIONAL;ACTIVIDAD;RENTA FIJA;LIMITE MAXIMO CREDITO;DEUDA ACTUAL;PORCENTAJE DE USO DEL CREDITO;NUMERO DE COMPRAS EN MES ACTUAL (T);NUMERO DE COMPRAS EN MES T-1;NUMERO DE COMPRAS EN MES T-2;NUMERO DE COMPRAS EN MES T-3;ESTADO ACTUAL;CANTIDAD HISTORICA DE ATRASOS EN PAGO DE CUENTAS;COMPRA
3084;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1277480;301500;0;0.0;10;6;8;2;DEUDA DE 1 MES;2;NO
3085;33;EDUC. TECNICA;DEPENDIENTE;994950;301500;0;0.0;3;5;0;3;SIN DEUDA;11;NO
3086;46;EDUC. UNIVERSITARIA;DEPENDIENTE;6209999;506122;506122;100.0;7;3;6;6;SIN DEUDA;21;SI
3087;42;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;10;7;2;8;SIN DEUDA;14;SI
3088;35;EDUC. TECNICA;DEPENDIENTE;1356750;301500;277302;92.0;9;8;5;8;SIN DEUDA;10;NO
3089;23;EDUC. UNIVERSITARIA;DEPENDIENTE;1176854;301500;0;0.0;7;1;0;1;SIN DEUDA;12;NO
3090;46;EDUC. TECNICA;DEPENDIENTE;1153238;301500;0;0.0;5;7;5;1;DEUDA DE 2 MESES;17;NO
3091;30;EDUC. TECNICA;DEPENDIENTE;4522500;301500;0;0.0;1;5;8;6;SIN DEUDA;23;NO
3092;45;EDUC. TECNICA;DEPENDIENTE;1447200;365738;365738;100.0;5;10;0;6;DEUDA DE 1 MES;24;NO
3093;49;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1175850;301500;0;0.0;3;1;8;0;SIN DEUDA;16;NO
3094;26;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;245222;81.3;0;5;1;1;SIN DEUDA;7;NO
3095;34;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;9;1;3;2;SIN DEUDA;8;SI
3096;35;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1085400;301500;0;0.0;5;7;3;9;SIN DEUDA;12;SI
3097;29;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;301500;0;0.0;4;8;9;1;DEUDA DE 1 MES;13;SI
3098;47;EDUC. TECNICA;DEPENDIENTE;2514510;301500;0;0.0;6;9;10;1;SIN DEUDA;11;SI
3099;26;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;33991;11.3;0;7;2;4;SIN DEUDA;15;NO
3100;47;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;4;8;6;1;SIN DEUDA;25;SI
3101;49;EDUC. UNIVERSITARIA;DEPENDIENTE;1175850;301500;45364;15.0;0;6;6;7;SIN DEUDA;1;SI
3102;21;EDUC. TECNICA;DEPENDIENTE;1602883;826876;826876;100.0;9;5;6;2;SIN DEUDA;7;SI
3103;76;EDUC. UNIVERSITARIA;DEPENDIENTE;633150;2649136;2649136;100.0;3;10;3;1;SIN DEUDA;1;SI
3104;35;EDUC. UNIVERSITARIA;DEPENDIENTE;723600;819622;819622;100.0;9;6;3;5;DEUDA DE 2 MESES;8;SI
3105;57;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;200635;66.2;10;5;0;2;SIN DEUDA;8;SI
3106;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;9;1;8;5;SIN DEUDA;25;NO
3107;59;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;416070;301500;253103;83.9;0;10;8;6;SIN DEUDA;15;NO
3108;66;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;300390;99.6;4;2;4;1;SIN DEUDA;1;NO
3109;46;EDUC. TECNICA;DEPENDIENTE;606015;301500;113310;37.6;9;5;5;9;DEUDA DE 1 MES;15;SI
3110;77;EDUC. TECNICA;EMPRESARIO;3437100;301500;151;0.1;8;2;3;2;DEUDA DE 1 MES;17;NO
3111;50;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;9;6;5;9;DEUDA DE 1 MES;23;NO
3112;60;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;5;7;0;8;SIN DEUDA;8;SI
3113;50;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;44930;14.9;10;7;6;7;SIN DEUDA;19;NO
3114;55;EDUC. UNIVERSITARIA;DEPENDIENTE;4523504;301500;0;0.0;5;3;9;4;SIN DEUDA;10;NO
3115;61;EDUC. UNIVERSITARIA;DEPENDIENTE;859275;301500;0;0.0;3;10;10;3;SIN DEUDA;24;SI
3116;45;EDUC. MEDIA;EMPRESARIO;1085400;301500;0;0.0;1;0;0;5;SIN DEUDA;18;NO
3117;42;EDUC. TECNICA;DEPENDIENTE;2008994;301500;0;0.0;2;6;7;9;SIN DEUDA;19;NO
3118;35;EDUC. UNIVERSITARIA;DEPENDIENTE;1347705;301500;130206;43.2;8;5;6;4;SIN DEUDA;2;NO
3119;62;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;904500;390219;390219;100.0;3;0;10;4;SIN DEUDA;3;NO
3120;23;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;0;0.0;2;9;6;1;SIN DEUDA;21;NO
3121;29;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;6259140;301500;0;0.0;1;0;9;7;DEUDA DE 2 MESES;8;NO
3122;38;EDUC. UNIVERSITARIA;DEPENDIENTE;3165750;301500;70647;23.4;7;7;5;10;SIN DEUDA;6;SI
3123;31;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1809000;465763;465763;100.0;10;6;8;1;SIN DEUDA;7;SI
3124;25;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;301500;374;0.1;8;4;1;2;DEUDA DE 1 MES;25;SI
3125;48;EDUC. TECNICA;DEPENDIENTE;904500;868670;868670;100.0;6;6;4;10;DEUDA DE 1 MES;17;SI
3126;49;EDUC. UNIVERSITARIA;EMPRESARIO;1809000;3354700;3354700;100.0;6;4;6;6;SIN DEUDA;22;NO
3127;66;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;10;10;6;9;DEUDA DE 2 MESES;18;SI
3128;37;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;7;8;0;0;SIN DEUDA;18;SI
3129;34;EDUC. UNIVERSITARIA;DEPENDIENTE;820400;301500;0;0.0;4;8;4;8;SIN DEUDA;7;SI
3130;48;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;8;9;10;6;SIN DEUDA;21;SI
3131;45;EDUC. TECNICA;DEPENDIENTE;1222079;301500;63321;21.0;1;6;6;0;DEUDA DE 2 MESES;12;SI
3132;31;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;3;0;0;4;SIN DEUDA;21;NO
3133;63;EDUC. UNIVERSITARIA;DEPENDIENTE;1357754;1733848;1733848;100.0;3;1;0;5;DEUDA DE 1 MES;17;SI
3134;30;EDUC. UNIVERSITARIA;DEPENDIENTE;2608397;301500;215693;71.5;1;10;9;0;SIN DEUDA;22;NO
3135;80;EDUC. TECNICA;DEPENDIENTE;416070;301500;0;0.0;10;0;8;5;DEUDA DE 2 MESES;16;NO
3136;36;EDUC. TECNICA;DEPENDIENTE;2351700;301500;0;0.0;1;0;0;0;SIN DEUDA;12;NO
3137;69;EDUC. UNIVERSITARIA;DEPENDIENTE;1241860;509601;509601;100.0;0;0;6;10;SIN DEUDA;9;SI
3138;56;EDUC. TECNICA;DEPENDIENTE;1447200;301500;0;0.0;3;7;10;6;SIN DEUDA;6;NO
3139;48;EDUC. TECNICA;DEPENDIENTE;1356750;460565;460565;100.0;7;3;7;1;SIN DEUDA;22;NO
3140;36;EDUC. UNIVERSITARIA;DEPENDIENTE;3166754;301500;220041;73.0;0;2;7;7;SIN DEUDA;17;SI
3141;46;EDUC. TECNICA;DEPENDIENTE;2532600;301500;0;0.0;10;0;9;5;SIN DEUDA;9;NO
3142;46;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;3;3;4;6;DEUDA DE 1 MES;22;NO
3143;35;EDUC. UNIVERSITARIA;DEPENDIENTE;994950;301500;130881;43.4;2;2;5;1;SIN DEUDA;12;SI
3144;24;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;9;10;8;7;SIN DEUDA;24;SI
3145;31;EDUC. TECNICA;DEPENDIENTE;1100053;301500;274841;91.2;4;9;2;3;SIN DEUDA;4;SI
3146;42;EDUC. TECNICA;DEPENDIENTE;1276810;301500;96769;32.1;5;6;5;0;SIN DEUDA;1;NO
3147;68;EDUC. UNIVERSITARIA;DEPENDIENTE;1040175;301500;0;0.0;2;9;8;4;DEUDA DE 2 MESES;3;SI
3148;54;EDUC. TECNICA;DEPENDIENTE;2261250;301500;34299;11.4;1;6;8;7;SIN DEUDA;22;SI
3149;33;EDUC. TECNICA;DEPENDIENTE;1085400;301500;0;0.0;9;1;2;8;DEUDA DE 2 MESES;2;NO
3150;37;EDUC. TECNICA;DEPENDIENTE;1130625;501871;501871;100.0;3;0;6;0;SIN DEUDA;18;SI
3151;81;EDUC. UNIVERSITARIA;DEPENDIENTE;4070250;6681373;6681373;100.0;5;6;8;3;SIN DEUDA;0;NO
3152;62;EDUC. TECNICA;DEPENDIENTE;416070;301500;0;0.0;5;1;4;1;SIN DEUDA;0;SI
3153;70;EDUC. TECNICA;DEPENDIENTE;2713500;408798;408798;100.0;0;6;5;8;SIN DEUDA;2;NO
3154;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1546695;301500;0;0.0;9;10;5;5;SIN DEUDA;3;NO
3155;29;EDUC. UNIVERSITARIA;DEPENDIENTE;2407978;301500;0;0.0;10;2;0;9;SIN DEUDA;16;SI
3156;43;EDUC. UNIVERSITARIA;EMPRESARIO;1900454;301500;0;0.0;7;0;1;5;SIN DEUDA;5;NO
3157;45;EDUC. TECNICA;EMPRESARIO;5880254;301500;137273;45.5;0;3;3;1;SIN DEUDA;11;SI
3158;33;EDUC. UNIVERSITARIA;DEPENDIENTE;2383177;2675975;2675975;100.0;1;5;4;8;SIN DEUDA;9;SI
3159;37;EDUC. TECNICA;DEPENDIENTE;3166754;301500;0;0.0;2;10;8;8;SIN DEUDA;9;SI
3160;71;EDUC. TECNICA;DEPENDIENTE;2713500;301500;0;0.0;8;5;7;6;SIN DEUDA;11;NO
3161;40;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;6;8;7;0;SIN DEUDA;7;NO
3162;38;EDUC. UNIVERSITARIA;DEPENDIENTE;4703400;301500;0;0.0;2;2;1;3;SIN DEUDA;12;NO
3163;53;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;233729;77.5;8;8;8;10;DEUDA DE 1 MES;7;SI
3164;32;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;8;0;3;6;SIN DEUDA;14;NO
3165;32;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;85795;28.5;9;2;7;6;DEUDA DE 2 MESES;17;SI
3166;33;EDUC. UNIVERSITARIA;DEPENDIENTE;1628100;471082;471082;100.0;7;3;0;6;SIN DEUDA;0;NO
3167;49;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;9;8;1;3;SIN DEUDA;7;NO
3168;56;EDUC. TECNICA;DEPENDIENTE;1347705;301500;0;0.0;9;4;10;5;SIN DEUDA;15;NO
3169;40;EDUC. UNIVERSITARIA;DEPENDIENTE;1600965;301500;91336;30.3;5;6;8;6;SIN DEUDA;16;SI
3170;27;EDUC. UNIVERSITARIA;DEPENDIENTE;1468691;301500;0;0.0;8;0;3;0;DEUDA DE 1 MES;12;NO
3171;31;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1085400;301500;195505;64.8;5;4;5;0;SIN DEUDA;7;SI
3172;27;EDUC. TECNICA;ESTUDIANTE;904500;301500;0;0.0;7;2;10;2;SIN DEUDA;4;SI
3173;70;EDUC. TECNICA;DEPENDIENTE;906508;301500;410;0.1;0;9;6;7;DEUDA DE 1 MES;23;SI
3174;67;EDUC. UNIVERSITARIA;DEPENDIENTE;1085400;301500;0;0.0;3;1;4;9;SIN DEUDA;18;SI
3175;66;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;0;2;8;1;SIN DEUDA;3;NO
3176;36;EDUC. UNIVERSITARIA;DEPENDIENTE;2397088;301500;0;0.0;4;1;2;2;SIN DEUDA;2;SI
3177;43;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;10;4;7;2;DEUDA DE 1 MES;24;NO
3178;44;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;10;10;8;3;SIN DEUDA;22;SI
3179;55;EDUC. TECNICA;DEPENDIENTE;1085400;301500;166283;55.2;10;1;5;8;SIN DEUDA;6;SI
3180;58;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;4;6;10;4;DEUDA DE 1 MES;21;SI
3181;50;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;6;3;4;1;SIN DEUDA;23;NO
3182;37;EDUC. UNIVERSITARIA;DEPENDIENTE;1702341;301500;0;0.0;6;10;6;1;SIN DEUDA;5;SI
3183;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;301500;100.0;4;6;10;6;DEUDA DE 1 MES;18;NO
3184;52;EDUC. UNIVERSITARIA;DEPENDIENTE;2532600;301500;0;0.0;5;0;9;6;SIN DEUDA;1;NO
3185;43;EDUC. UNIVERSITARIA;DEPENDIENTE;7116606;301500;0;0.0;4;5;7;0;SIN DEUDA;9;SI
3186;30;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;85487;28.4;1;2;6;6;SIN DEUDA;24;SI
3187;38;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;4;1;7;4;SIN DEUDA;21;NO
3188;62;EDUC. UNIVERSITARIA;EMPRESARIO;1628100;301500;0;0.0;2;9;1;5;SIN DEUDA;19;NO
3189;26;EDUC. UNIVERSITARIA;DEPENDIENTE;2713500;301500;301500;100.0;2;9;0;5;SIN DEUDA;13;NO
3190;53;EDUC. TECNICA;DEPENDIENTE;2895404;301500;0;0.0;7;8;8;2;SIN DEUDA;10;SI
3191;38;EDUC. UNIVERSITARIA;DEPENDIENTE;1130625;301500;0;0.0;8;4;3;3;SIN DEUDA;12;SI
3192;76;EDUC. UNIVERSITARIA;DEPENDIENTE;1365795;301500;0;0.0;4;3;5;1;SIN DEUDA;11;NO
3193;56;EDUC. TECNICA;DEPENDIENTE;750735;301500;0;0.0;6;5;7;4;SIN DEUDA;6;NO
3194;34;EDUC. UNIVERSITARIA;DEPENDIENTE;4305420;560790;560790;100.0;7;1;6;8;SIN DEUDA;2;NO
3195;28;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;103861;34.4;5;1;5;2;DEUDA DE 2 MESES;2;SI
3196;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1144952;301500;0;0.0;4;10;5;0;SIN DEUDA;3;NO
3197;46;EDUC. UNIVERSITARIA;DEPENDIENTE;1105887;810064;810064;100.0;0;5;2;5;DEUDA DE 2 MESES;5;SI
3198;47;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;5;7;2;2;SIN DEUDA;6;SI
3199;53;EDUC. UNIVERSITARIA;DEPENDIENTE;3691735;301500;3027;1.0;1;2;10;10;DEUDA DE 2 MESES;25;NO
3200;28;EDUC. UNIVERSITARIA;DEPENDIENTE;949725;301500;0;0.0;6;9;8;2;SIN DEUDA;24;SI
3201;30;EDUC. UNIVERSITARIA;DEPENDIENTE;597549;301500;278061;92.2;9;9;1;5;SIN DEUDA;18;NO
3202;31;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;79849;26.5;5;0;4;0;SIN DEUDA;4;SI
3203;46;EDUC. UNIVERSITARIA;DEPENDIENTE;931635;301500;0;0.0;8;4;7;5;SIN DEUDA;19;SI
3204;64;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;0;0.0;0;10;0;0;SIN DEUDA;1;NO
3205;60;EDUC. TECNICA;DEPENDIENTE;713017;301500;0;0.0;9;7;3;8;SIN DEUDA;7;NO
3206;26;EDUC. TECNICA;DEPENDIENTE;1184895;4434872;4434872;100.0;1;9;0;7;SIN DEUDA;12;NO
3207;41;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;9;4;3;8;DEUDA DE 2 MESES;17;SI
3208;28;EDUC. TECNICA;DEPENDIENTE;2324565;301500;0;0.0;3;4;10;3;SIN DEUDA;10;NO
3209;67;EDUC. TECNICA;DEPENDIENTE;416070;301500;0;0.0;2;1;9;2;SIN DEUDA;1;SI
3210;33;EDUC. MEDIA;DEPENDIENTE;1112535;537532;537532;100.0;3;5;7;7;SIN DEUDA;23;SI
3211;32;EDUC. UNIVERSITARIA;DEPENDIENTE;1863270;301500;0;0.0;7;2;0;2;SIN DEUDA;10;NO
3212;24;EDUC. TECNICA;DEPENDIENTE;904500;301500;3763;1.2;3;2;6;5;SIN DEUDA;16;NO
3213;39;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;0;10;0;9;SIN DEUDA;1;SI
3214;36;EDUC. MEDIA;DEPENDIENTE;1869728;301500;128451;42.6;6;9;0;10;SIN DEUDA;17;NO
3215;51;EDUC. TECNICA;DEPENDIENTE;1357754;4776532;4776532;100.0;2;3;1;7;DEUDA DE 2 MESES;1;SI
3216;71;EDUC. UNIVERSITARIA;DEPENDIENTE;3280513;301500;0;0.0;0;4;6;1;SIN DEUDA;10;SI
3217;41;EDUC. TECNICA;EMPRESARIO;1356750;376344;376344;100.0;10;3;1;2;SIN DEUDA;19;SI
3218;27;EDUC. UNIVERSITARIA;DEPENDIENTE;2770845;301500;0;0.0;4;10;2;5;SIN DEUDA;9;SI
3219;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1908911;1515936;1515936;100.0;8;5;1;4;SIN DEUDA;17;NO
3220;28;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;301500;100.0;7;5;7;8;SIN DEUDA;19;NO
3221;62;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;7;1;10;6;SIN DEUDA;1;NO
3222;59;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1356750;301500;0;0.0;10;8;3;6;SIN DEUDA;11;NO
3223;20;EDUC. TECNICA;ESTUDIANTE;904500;301500;108902;36.1;9;3;6;6;SIN DEUDA;9;SI
3224;32;EDUC. TECNICA;EMPRESARIO;1356750;301500;20617;6.8;8;2;0;4;SIN DEUDA;22;NO
3225;43;EDUC. TECNICA;DEPENDIENTE;2713500;301500;0;0.0;4;5;1;9;SIN DEUDA;12;SI
3226;25;EDUC. TECNICA;DEPENDIENTE;1785483;517489;517489;100.0;2;8;8;3;SIN DEUDA;11;SI
3227;46;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;0;0.0;6;3;7;3;SIN DEUDA;2;SI
3228;31;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;95527;31.7;7;7;10;7;SIN DEUDA;21;SI
3229;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;0;0.0;10;9;7;3;SIN DEUDA;7;NO
3230;56;EDUC. TECNICA;DEPENDIENTE;967815;301500;0;0.0;7;8;5;5;DEUDA DE 2 MESES;18;SI
3231;60;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;162635;53.9;4;3;0;4;SIN DEUDA;11;NO
3232;32;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;10;6;10;3;SIN DEUDA;5;NO
3233;32;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;21226;7.0;5;1;3;8;SIN DEUDA;4;NO
3234;34;EDUC. TECNICA;DEPENDIENTE;1503912;301500;3437;1.1;1;3;9;9;SIN DEUDA;16;NO
3235;34;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;384768;384768;100.0;3;8;10;0;DEUDA DE 2 MESES;3;SI
3236;79;EDUC. TECNICA;DEPENDIENTE;416070;301500;0;0.0;4;1;10;2;SIN DEUDA;23;SI
3237;69;EDUC. TECNICA;DEPENDIENTE;2428094;301500;141627;47.0;5;0;2;10;SIN DEUDA;0;NO
3238;62;EDUC. TECNICA;DEPENDIENTE;1049220;301500;0;0.0;0;9;1;7;SIN DEUDA;2;NO
3239;55;EDUC. UNIVERSITARIA;EMPRESARIO;1356750;301500;68495;22.7;8;8;3;3;SIN DEUDA;13;NO
3240;42;EDUC. TECNICA;DEPENDIENTE;1402005;301500;212033;70.3;10;2;3;7;SIN DEUDA;17;SI
3241;33;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;21370;7.1;2;2;7;1;SIN DEUDA;11;SI
3242;63;EDUC. UNIVERSITARIA;DEPENDIENTE;7236000;301500;0;0.0;5;4;4;5;SIN DEUDA;0;SI
3243;35;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;9;9;6;0;DEUDA DE 2 MESES;12;SI
3244;39;EDUC. UNIVERSITARIA;DEPENDIENTE;1411020;301500;0;0.0;6;1;4;1;SIN DEUDA;0;NO
3245;36;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1510515;301500;269173;89.3;2;10;7;10;SIN DEUDA;13;SI
3246;24;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;301500;0;0.0;3;4;9;10;SIN DEUDA;20;NO
3247;59;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;301500;100.0;2;7;2;5;DEUDA DE 2 MESES;12;NO
3248;28;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;72;0.0;9;1;0;1;DEUDA DE 1 MES;25;SI
3249;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1836135;301500;0;0.0;5;2;7;0;SIN DEUDA;0;SI
3250;50;EDUC. TECNICA;DEPENDIENTE;2234115;301500;0;0.0;3;0;2;9;DEUDA DE 1 MES;19;NO
3251;40;EDUC. TECNICA;DEPENDIENTE;1881360;301500;0;0.0;6;8;6;6;SIN DEUDA;12;SI
3252;72;EDUC. TECNICA;DEPENDIENTE;1899450;301500;0;0.0;4;1;7;3;SIN DEUDA;3;SI
3253;33;EDUC. TECNICA;DEPENDIENTE;1783357;301500;0;0.0;10;2;9;1;DEUDA DE 1 MES;22;NO
3254;38;EDUC. UNIVERSITARIA;DEPENDIENTE;9046004;301500;0;0.0;9;8;3;10;SIN DEUDA;6;NO
3255;72;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;542700;301500;214511;71.1;3;2;1;2;SIN DEUDA;18;NO
3256;25;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;0;0.0;2;1;4;3;SIN DEUDA;15;SI
3257;28;EDUC. UNIVERSITARIA;DEPENDIENTE;1036747;301500;54312;18.0;8;6;4;3;SIN DEUDA;24;NO
3258;56;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;0;0.0;4;6;4;4;SIN DEUDA;25;NO
3259;41;EDUC. UNIVERSITARIA;EMPRESARIO;3165750;301500;0;0.0;10;9;7;10;SIN DEUDA;21;SI
3260;33;EDUC. UNIVERSITARIA;EMPRESARIO;2256737;301500;232203;77.0;6;5;0;3;SIN DEUDA;23;NO
3261;73;EDUC. UNIVERSITARIA;EMPRESARIO;1049220;301500;0;0.0;2;0;0;7;SIN DEUDA;16;SI
3262;48;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;190922;63.3;1;9;8;6;SIN DEUDA;8;SI
3263;40;EDUC. TECNICA;DEPENDIENTE;2261250;301500;0;0.0;10;9;6;10;SIN DEUDA;7;NO
3264;56;EDUC. UNIVERSITARIA;DEPENDIENTE;1629104;301500;0;0.0;4;9;3;1;SIN DEUDA;21;NO
3265;38;EDUC. TECNICA;DEPENDIENTE;1537650;301500;0;0.0;6;4;8;4;DEUDA DE 2 MESES;16;NO
3266;26;EDUC. UNIVERSITARIA;DEPENDIENTE;596970;301500;0;0.0;8;4;7;6;SIN DEUDA;19;SI
3267;44;EDUC. TECNICA;DEPENDIENTE;3451156;965174;965174;100.0;0;3;6;3;DEUDA DE 1 MES;6;NO
3268;73;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;2;1;3;8;SIN DEUDA;25;NO
3269;66;EDUC. TECNICA;DEPENDIENTE;750735;301500;0;0.0;6;3;0;3;SIN DEUDA;19;SI
3270;36;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;1;8;5;7;SIN DEUDA;11;NO
3271;29;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;320;0.1;7;6;4;3;SIN DEUDA;0;SI
3272;58;EDUC. TECNICA;DEPENDIENTE;904500;301500;207709;68.9;1;5;1;7;SIN DEUDA;7;NO
3273;77;EDUC. UNIVERSITARIA;DEPENDIENTE;1854225;301500;42584;14.1;5;0;7;5;SIN DEUDA;21;NO
3274;27;EDUC. UNIVERSITARIA;DEPENDIENTE;3124568;301500;0;0.0;9;2;9;3;DEUDA DE 2 MESES;23;SI
3275;43;EDUC. TECNICA;DEPENDIENTE;750735;301500;458;0.2;4;5;6;6;SIN DEUDA;24;NO
3276;30;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;59697;19.8;2;3;7;8;SIN DEUDA;8;NO
3277;65;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;6;4;0;0;SIN DEUDA;0;NO
3278;35;EDUC. TECNICA;DEPENDIENTE;4432050;301500;82177;27.3;10;0;7;1;SIN DEUDA;0;SI
3279;32;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;83455;27.7;4;4;10;2;SIN DEUDA;7;NO
3280;43;EDUC. UNIVERSITARIA;DEPENDIENTE;8870558;301500;4058;1.3;6;8;10;10;SIN DEUDA;7;SI
3281;51;EDUC. TECNICA;DEPENDIENTE;2066701;301500;41058;13.6;3;3;7;7;SIN DEUDA;11;NO
3282;68;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;4;10;7;4;SIN DEUDA;25;SI
3283;72;EDUC. UNIVERSITARIA;DEPENDIENTE;2407978;301500;0;0.0;5;8;10;5;SIN DEUDA;7;SI
3284;40;EDUC. UNIVERSITARIA;DEPENDIENTE;3338672;301500;120341;39.9;3;0;8;0;DEUDA DE 1 MES;5;SI
3285;51;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;257017;85.2;3;6;10;10;SIN DEUDA;10;SI
3286;37;EDUC. TECNICA;DEPENDIENTE;904500;301500;155194;51.5;7;0;5;9;SIN DEUDA;18;NO
3287;55;EDUC. TECNICA;DEPENDIENTE;3512183;301500;0;0.0;3;9;7;1;SIN DEUDA;12;NO
3288;35;EDUC. UNIVERSITARIA;DEPENDIENTE;542700;301500;0;0.0;5;0;3;0;SIN DEUDA;5;SI
3289;33;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;6;6;0;10;DEUDA DE 1 MES;9;SI
3290;34;EDUC. UNIVERSITARIA;DEPENDIENTE;2000904;301500;4770;1.6;4;6;2;10;SIN DEUDA;8;NO
3291;59;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;0;0.0;1;4;5;7;SIN DEUDA;4;SI
3292;40;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;0;0.0;2;2;3;8;DEUDA DE 2 MESES;8;SI
3293;55;EDUC. UNIVERSITARIA;EMPRESARIO;6783750;301500;18259;6.1;7;4;10;10;SIN DEUDA;0;NO
